Device Name,Vendor,Model,Card Name,IfName,IfOper,Speed,ModuleClass,Splitter L1 Name,Weekly_Status,Notes
ANC03012G00,Fiberhome,AN6001-G16,GPOP,PON 1/1,up,2.4,nan,ANC03X000DD,Persistent Missing,Missing in both weeks
AYT01024GO0,Fiberhome,AN5516-04,GC8B,PON 1/8,up,2.4,nan,AYT01X39EOL,Persistent Missing,Missing in both weeks
AYT06011GO0,Fiberhome,AN6000-2,GPOA,PON 2/9,up,2.4,nan,AYT06X2ZVCY,Persistent Missing,Missing in both weeks
AYT12014GO0,Fiberhome,AN5516-04,GC8B,PON 1/8,up,2.4,nan,AYT12X2S01B,Persistent Missing,Missing in both weeks
BKIRYG1CGW0,Huawei,MA5603T,H805GPBD,GPON 0/0/3,notPresent,2.4,absent,BKIRYG-01/G003-O,Persistent Missing,Missing in both weeks
BKK02001G00,ZTE,C300,GTGHG,gpon_1/15/7,down,2.4,absent,BKK02X1TOTP,Persistent Missing,Missing in both weeks
BKK02002GO0,Fiberhome,AN5516-04,GC8B,PON 2/4,up,2.4,nan,BKK02X2MAF5,Persistent Missing,Missing in both weeks
BKK02002GO0,Fiberhome,AN5516-04,GC8B,PON 2/6,up,2.4,nan,BKK02X2MAG1,Persistent Missing,Missing in both weeks
BKK02004GO0,Fiberhome,AN5516-04,GC8B,PON 1/7,up,2.4,nan,BKK02X2M55A,Persistent Missing,Missing in both weeks
BKK04001G01,Huawei,MA5800-X17,H901GPHF,GPON 0/11/1,notPresent,2.4,absent,BKK04X1H980,Persistent Missing,Missing in both weeks
BKK04001G01,Huawei,MA5800-X17,H901GPHF,GPON 0/11/5,notPresent,2.4,absent,BKK04X1H8ND,Persistent Missing,Missing in both weeks
BKK04001G01,Huawei,MA5800-X17,H901GPHF,GPON 0/12/14,notPresent,2.4,absent,BKK07X3P19B,Persistent Missing,Missing in both weeks
BKK04001G01,Huawei,MA5800-X17,H901CSHF,GPON 0/18/7,notPresent,2.4,absent,SRW-09-01/G001-I,Persistent Missing,Missing in both weeks
BKK04001G01,Huawei,MA5800-X17,H901GPHF,GPON 0/3/15,notPresent,2.4,absent,BKK04X1IXOG,Persistent Missing,Missing in both weeks
BKK04001G01,Huawei,MA5800-X17,H901GPHF,GPON 0/3/5,notPresent,2.4,absent,BKK04X1IXMX,Persistent Missing,Missing in both weeks
BKK04019GO0,Fiberhome,AN5516-04,GOOB,PON 2/12,up,2.4,nan,BKK04X3SQRA,New Missing,Newly detected missing this week
BKK04019GO0,Fiberhome,AN5516-04,GOOB,PON 2/7,down,2.4,absent,BKK04X3J8HD,Persistent Missing,Missing in both weeks
BKK07001GO0,Fiberhome,AN5516-04,GOOB,PON 1/7,up,2.4,nan,BKK07X2MW0H,Persistent Missing,Missing in both weeks
BKK07001GO0,Fiberhome,AN5516-04,GOOB,PON 2/11,up,2.4,nan,BKK07X3T4ES,Persistent Missing,Missing in both weeks
BKK08001G02,Huawei,MA5800-X17,H901GPHF,GPON 0/7/1,notPresent,2.4,absent,BKK13X1L3W7,Persistent Missing,Missing in both weeks
BKK09010GO0,Fiberhome,AN5516-04,GC8B,PON 2/7,up,2.4,nan,BKK09X33MO4,Persistent Missing,Missing in both weeks
BKK09012GO0,Fiberhome,AN5516-04,GC8B,PON 1/1,up,2.4,nan,BKK09X2HZF7,Persistent Missing,Missing in both weeks
BKK12001G00,Huawei,MA5800-X17,H901GPHF,GPON 0/1/8,notPresent,2.4,absent,BKK12X0400O,Persistent Missing,Missing in both weeks
BKK17001G00,ZTE,C300,GTGHG,gpon_1/7/16,down,2.4,absent,BKK26X0705A,Persistent Missing,Missing in both weeks
BKK17001G00,ZTE,C300,GTGHG,gpon_1/8/2,down,2.4,absent,BKK26X0705I,Persistent Missing,Missing in both weeks
BKK17001G01,ZTE,C300,GTGHG,gpon_1/12/8,down,2.4,absent,BKK26X1EU31,Persistent Missing,Missing in both weeks
BKK17001G02,ZTE,C300,GTGHG,gpon_1/4/4,down,2.4,absent,BKK17X1Z1KR,Persistent Missing,Missing in both weeks
BKK17001G02,ZTE,C300,GTGHG,gpon_1/4/5,down,2.4,absent,BKK17X1Z5FH,Persistent Missing,Missing in both weeks
BKK17001G02,ZTE,C300,GTGHG,gpon_1/6/10,down,2.4,absent,BKK17X2CBVC,Persistent Missing,Missing in both weeks
BKK17003GO0,ZTE,C320,GTGHG,gpon_1/2/4,down,2.4,absent,BKK17X3P3NA,Persistent Missing,Missing in both weeks
BKK17017GO0,Fiberhome,AN5516-04,GOOB,PON 1/16,up,2.4,nan,BKK17X2J54H,Persistent Missing,Missing in both weeks
BKK17021GO0,Fiberhome,AN5516-04,GOOB,PON 2/8,up,2.4,nan,BKK17X37JC5,Persistent Missing,Missing in both weeks
BKK17025GO0,Fiberhome,AN6000-2,GPOA,PON 1/3,up,2.4,nan,BKK17X3FVIT,Persistent Missing,Missing in both weeks
BKK17025GO0,Fiberhome,AN6000-2,GPOA,PON 2/3,up,2.4,nan,BKK17X3MR5A,Persistent Missing,Missing in both weeks
BKK21001G01,Huawei,MA5800-X17,H901GPHF,GPON 0/15/12,notPresent,2.4,absent,BKK35X1EKKR,Persistent Missing,Missing in both weeks
BKK26AGNG03,Huawei,MA5800-X17,H901GPHF,GPON 0/11/11,notPresent,2.4,absent,BKK37X1Z406,Persistent Missing,Missing in both weeks
BKK26AGNG03,Huawei,MA5800-X17,H901GPHF,GPON 0/1/7,notPresent,2.4,absent,BKK14X1MO9J,Persistent Missing,Missing in both weeks
BKK26AGNG03,Huawei,MA5800-X17,H901GPHF,GPON 0/5/15,notPresent,2.4,absent,BKK17X1NW3D,Persistent Missing,Missing in both weeks
BKK28002G01,Huawei,MA5800-X17,H901GPHF,GPON 0/12/12,notPresent,2.4,absent,BKK28X1QFBU,Persistent Missing,Missing in both weeks
BKK28025GO0,Fiberhome,AN5516-04,GC8B,PON 1/5,up,2.4,nan,BKK28X2MM10,Persistent Missing,Missing in both weeks
BKK28032GO0,Huawei,MA5800-X2,H905FLHF,GPON 0/1/12,notPresent,2.4,absent,BKK28X03019,Persistent Missing,Missing in both weeks
BKK29007GO0,Fiberhome,AN5516-04,GC8B,PON 2/6,up,2.4,nan,BKK29X2MF8J,Persistent Missing,Missing in both weeks
BKK29007GO0,Fiberhome,AN5516-04,GC8B,PON 2/7,up,2.4,nan,BKK30X2QIK0,Persistent Missing,Missing in both weeks
BKK29007GO0,Fiberhome,AN5516-04,GC8B,PON 2/8,up,2.4,nan,BKK29X31H94,Persistent Missing,Missing in both weeks
BKK29011GO0,Fiberhome,AN5516-04,GC8B,PON 2/1,up,2.4,nan,BKK29X2IMGE,Persistent Missing,Missing in both weeks
BKK30001G00,ZTE,C300,GTGHG,gpon_1/12/7,down,2.4,absent,BKK30X1KNLX,Persistent Missing,Missing in both weeks
BKK30001G00,ZTE,C300,GTGHG,gpon_1/7/3,down,2.4,absent,BKK30X1F24L,Persistent Missing,Missing in both weeks
BKK30005GO0,Fiberhome,AN5516-04,GC8B,PON 1/8,up,2.4,nan,BKK30X2QUQS,Persistent Missing,Missing in both weeks
BKK30005GO0,Fiberhome,AN5516-04,GC8B,PON 2/2,up,2.4,nan,BKK30X3D3CF,Persistent Missing,Missing in both weeks
BKK30009GO0,Fiberhome,AN5516-04,GC8B,PON 1/3,up,2.4,nan,BKK30X2HH09,Persistent Missing,Missing in both weeks
BKK30013GO0,Fiberhome,AN5516-04,GOOB,PON 1/13,up,2.4,nan,BKK30X2KHAM,Persistent Missing,Missing in both weeks
BKK30014GO0,Fiberhome,AN5516-04,GOOB,PON 1/6,down,2.4,absent,BKK30X2KKH6,Persistent Missing,Missing in both weeks
BKK30014GO0,Fiberhome,AN5516-04,GOOB,PON 2/15,up,2.4,nan,BKK30X37YLB,Persistent Missing,Missing in both weeks
BKK30014GO0,Fiberhome,AN5516-04,GOOB,PON 2/16,up,2.4,nan,BKK30X3AH18,Persistent Missing,Missing in both weeks
BKK30023GO0,Fiberhome,AN5516-04,GOOB,PON 2/8,up,2.4,nan,BKK30X2MTQC,Persistent Missing,Missing in both weeks
BKK30AGNG00,ZTE,C300,GTGHG,gpon_1/14/4,down,2.4,absent,BKK30X0005M,Persistent Missing,Missing in both weeks
BKK31001G01,Huawei,MA5800-X17,H902GPHF,GPON 0/7/4,notPresent,2.4,absent,BKK31X3769O,Persistent Missing,Missing in both weeks
BKK31001G01,Huawei,MA5800-X17,H901GPHF,GPON 0/8/14,notPresent,2.4,absent,BKK31X3T4ED,Persistent Missing,Missing in both weeks
BKK33001G00,Huawei,MA5800-X17,H901GPHF,GPON 0/1/10,notPresent,2.4,absent,BKK33X08019,Persistent Missing,Missing in both weeks
BKK33001G00,Huawei,MA5800-X17,H901GPHF,GPON 0/13/10,notPresent,2.4,absent,BKK33X1NY7C,Persistent Missing,Missing in both weeks
BKK33001G00,Huawei,MA5800-X17,H901GPHF,GPON 0/1/9,notPresent,2.4,absent,BKK33X08014,Persistent Missing,Missing in both weeks
BKK33001G01,Huawei,MA5800-X17,H901GPHF,GPON 0/5/15,notPresent,2.4,absent,SKW-02-01/G020-O,Persistent Missing,Missing in both weeks
BKK33001G06,ZTE,C620,HFTL,gpon_olt-1/2/7,down,10,absent,BKK39X3P3QA,Persistent Missing,Missing in both weeks
BKK33002G00,Huawei,MA5800-X17,H901CSHF,GPON 0/11/9,notPresent,2.4,absent,BKK07X0305I,Persistent Missing,Missing in both weeks
BKK33002G00,Huawei,MA5800-X17,H901GPHF,GPON 0/16/5,notPresent,2.4,absent,BKK33X1QGQD,Persistent Missing,Missing in both weeks
BKK33002G02,Huawei,MA5800-X17,H901CSHF,GPON 0/4/11,notPresent,2.4,absent,PNC-25-01/G009-I,Persistent Missing,Missing in both weeks
BKK33002G02,Huawei,MA5800-X17,H901CSHF,GPON 0/4/4,notPresent,2.4,absent,PNC-25-01/G001-O,Persistent Missing,Missing in both weeks
BKK33002G02,Huawei,MA5800-X17,H901GPHF,GPON 0/8/2,notPresent,2.4,absent,BKK07X23382,Persistent Missing,Missing in both weeks
BKK33006GO0,Huawei,MA5800-X2,H901GPHF,GPON 0/2/0,notPresent,2.4,absent,BKK33X1XSXX,Persistent Missing,Missing in both weeks
BKK33009GO0,Fiberhome,AN5516-04,GOOB,PON 1/16,down,2.4,absent,BKK33X2KRZI,Persistent Missing,Missing in both weeks
BKK33014GO0,Fiberhome,AN5516-04,GOOB,PON 1/6,down,2.4,absent,BKK33X3EON2,Persistent Missing,Missing in both weeks
BKK33015GO0,Fiberhome,AN5516-04,GOOB,PON 2/9,down,2.4,absent,BKK33X3PALG,New Missing,Newly detected missing this week
BKK33017GO0,Fiberhome,AN6000-2,GPOA,PON 1/5,up,2.4,nan,BKK33X3TTT0,Persistent Missing,Missing in both weeks
BKK35002G00,Huawei,MA5800-X17,H901GPHF,GPON 0/18/2,notPresent,2.4,absent,BKK35X0A00J,Persistent Missing,Missing in both weeks
BKK37001G00,Huawei,MA5800-X17,H901GPHF,GPON 0/1/1,notPresent,2.4,absent,BKK37X03006,Persistent Missing,Missing in both weeks
BKK37001G00,Huawei,MA5800-X17,H901GPHF,GPON 0/11/1,notPresent,2.4,absent,BKK37X1KZ5X,Persistent Missing,Missing in both weeks
BKK37001G00,Huawei,MA5800-X17,H901CSHF,GPON 0/12/9,notPresent,2.4,absent,BKK07X0404X,Persistent Missing,Missing in both weeks
BKK37001G00,Huawei,MA5800-X17,H901GPHF,GPON 0/14/7,notPresent,2.4,absent,BKK39X1NH9X,Persistent Missing,Missing in both weeks
BKK37001G00,Huawei,MA5800-X17,H901GPHF,GPON 0/15/4,notPresent,2.4,absent,BKK37X1NYVC,Persistent Missing,Missing in both weeks
BKK37001G00,Huawei,MA5800-X17,H901GPHF,GPON 0/16/11,notPresent,2.4,absent,BKK37X1O1JT,Persistent Missing,Missing in both weeks
BKK37001G00,Huawei,MA5800-X17,H901GPHF,GPON 0/16/8,notPresent,2.4,absent,BKK37X1O17K,Persistent Missing,Missing in both weeks
BKK37001G00,Huawei,MA5800-X17,H901GPHF,GPON 0/18/12,notPresent,2.4,absent,BKK37X2SRKX,Persistent Missing,Missing in both weeks
BKK37001G00,Huawei,MA5800-X17,H901GPHF,GPON 0/8/12,notPresent,2.4,absent,BKK37X1KCQ4,Persistent Missing,Missing in both weeks
BKK37001G01,Huawei,MA5800-X17,H901GPHF,GPON 0/11/12,notPresent,2.4,absent,BKK37X30N8R,Persistent Missing,Missing in both weeks
BKK37001G01,Huawei,MA5800-X17,H901GPHF,GPON 0/12/3,notPresent,2.4,absent,PNC-04-01/G004-O,Persistent Missing,Missing in both weeks
BKK37001G01,Huawei,MA5800-X17,H901GPHF,GPON 0/14/6,notPresent,2.4,absent,BKK37X2CSB2,Persistent Missing,Missing in both weeks
BKK37001G01,Huawei,MA5800-X17,H901GPHF,GPON 0/2/1,notPresent,2.4,absent,BKK37X1L1PB,Persistent Missing,Missing in both weeks
BKK37001G01,Huawei,MA5800-X17,H901GPHF,GPON 0/3/10,notPresent,2.4,absent,BKK37X1O90Y,Persistent Missing,Missing in both weeks
BKK37001G01,Huawei,MA5800-X17,H901GPHF,GPON 0/5/0,notPresent,2.4,absent,BKK37X1PPPM,Persistent Missing,Missing in both weeks
BKK37001G01,Huawei,MA5800-X17,H901GPHF,GPON 0/6/1,notPresent,2.4,absent,BKK37X1PL1E,Persistent Missing,Missing in both weeks
BKK37001G01,Huawei,MA5800-X17,H901GPHF,GPON 0/6/2,notPresent,2.4,absent,BKK37X1PL1F,Persistent Missing,Missing in both weeks
BKK37001G02,Huawei,MA5800-X17,H901GPHF,GPON 0/12/1,notPresent,2.4,absent,BKK07X3R0A9,Persistent Missing,Missing in both weeks
BKK37001G02,Huawei,MA5800-X17,H901GPHF,GPON 0/12/7,notPresent,2.4,absent,BKK37X3RWND,Persistent Missing,Missing in both weeks
BKK37002G00,Huawei,MA5800-X17,H901GPHF,GPON 0/11/10,notPresent,2.4,absent,BKK07X1RGGE,Persistent Missing,Missing in both weeks
BKK37002G00,Huawei,MA5800-X17,H901GPHF,GPON 0/2/1,notPresent,2.4,absent,BKK07X0A00G,Persistent Missing,Missing in both weeks
BKK37002G01,Huawei,MA5800-X17,H901GPHF,GPON 0/13/8,notPresent,2.4,absent,BKK02X1QFV0,Persistent Missing,Missing in both weeks
BKK37002G01,Huawei,MA5800-X17,H901GPHF,GPON 0/6/7,notPresent,2.4,absent,BKK02X0001N,Persistent Missing,Missing in both weeks
BKK37013GO0,Fiberhome,AN6000-2,GPOA,PON 2/15,up,2.4,nan,BKK37X1L21Y,Persistent Missing,Missing in both weeks
BKK38001G00,ZTE,C300,GTGHG,gpon_1/19/11,down,2.4,absent,BKK38X1KPZ9,Persistent Missing,Missing in both weeks
BKK38001G01,ZTE,C300,GTGHG,gpon_1/8/12,down,2.4,absent,BKK38X1ZGR1,Persistent Missing,Missing in both weeks
BKK39008GO0,ZTE,C320,GTGHG,gpon_1/2/15,down,2.4,absent,BKK39X3EELW,Persistent Missing,Missing in both weeks
BKK39008GO0,ZTE,C320,GTGHG,gpon_1/2/6,down,2.4,absent,BKK17X1YY68,Persistent Missing,Missing in both weeks
BKK39009GO0,ZTE,C320,GTGHG,gpon_1/1/3,down,2.4,absent,PNC-01-01/G003-O,Persistent Missing,Missing in both weeks
BKK39035GO0,Huawei,MA5800-X2,H901GPHF,GPON 0/1/6,notPresent,2.4,absent,BKK39X2MCV9,Persistent Missing,Missing in both weeks
BKK39041GO0,Fiberhome,AN5516-04,GOOB,PON 1/7,down,2.4,absent,BKK39X2TSUT,Persistent Missing,Missing in both weeks
BKK39047GO0,Fiberhome,AN6000-2,GPOA,PON 2/12,down,2.4,absent,BKK39X3K6LC,Persistent Missing,Missing in both weeks
BKK39050GO0,Fiberhome,AN6000-2,GPOA,PON 2/14,up,2.4,nan,BKK39X3E16K,Persistent Missing,Missing in both weeks
BKK39053GO0,Fiberhome,AN6000-2,GPOA,PON 2/11,down,2.4,absent,BKK39X3T178,Persistent Missing,Missing in both weeks
BKK39056GO0,Fiberhome,AN6000-2,GPOA,PON 1/3,down,2.4,absent,BKK39X3PHW3,Persistent Missing,Missing in both weeks
BKK41001G00,ZTE,C300,GTGHG,gpon_1/15/5,down,2.4,absent,BKK41X1MWRJ,Persistent Missing,Missing in both weeks
BKK41002G00,ZTE,C300,GTGHG,gpon_1/13/5,down,2.4,absent,BKK36X1LAQE,Persistent Missing,Missing in both weeks
BKK41002G00,ZTE,C300,GTGHG,gpon_1/13/6,down,2.4,absent,BKK36X1LAQF,Persistent Missing,Missing in both weeks
BKK41002G00,ZTE,C300,GTGHG,gpon_1/16/5,down,2.4,absent,BKK05X1WRZ7,Persistent Missing,Missing in both weeks
BKK41002G00,ZTE,C300,GTGHG,gpon_1/16/7,down,2.4,absent,BKK05X1WS0T,Persistent Missing,Missing in both weeks
BKK41002G00,ZTE,C300,GTGHG,gpon_1/16/8,down,2.4,absent,BKK05X1WS0W,Persistent Missing,Missing in both weeks
BKK41002G00,ZTE,C300,GTGHG,gpon_1/3/11,down,2.4,absent,BKK05X1HPLA,Persistent Missing,Missing in both weeks
BKK41002G01,ZTE,C300,GTGHK,gpon_1/2/2,down,2.4,absent,BKK41X25ESP,Persistent Missing,Missing in both weeks
BKK41002G01,ZTE,C300,GTGHK,gpon_1/2/8,down,2.4,absent,BKK41X25HV6,Persistent Missing,Missing in both weeks
BKK42001G02,ZTE,C300,GTGHK,gpon_1/13/1,down,2.4,absent,BKK42X3SBW3,Persistent Missing,Missing in both weeks
BKK42001G02,ZTE,C300,GTGHG,gpon_1/9/4,down,2.4,absent,BKK42X37T34,Persistent Missing,Missing in both weeks
BKK43022GO0,Fiberhome,AN6000-2,GPOA,PON 1/2,up,2.4,nan,BKK43X3740V,Persistent Missing,Missing in both weeks
BKK44006GO0,Fiberhome,AN6000-2,GFOA,PON 1/15,down,2.4,absent,BKK44X2R1U8,Persistent Missing,Missing in both weeks
BKK46002G01,ZTE,C300,GTGHK,gpon_1/18/5,down,2.4,absent,BKK46X3SYXG,Persistent Missing,Missing in both weeks
BLMCBI01GW0,Huawei,MA5603T,H805GPBD,GPON 0/0/2,notPresent,2.4,absent,BLMCBI-01/G003-O,Persistent Missing,Missing in both weeks
CAMPBI1CVW0,Huawei,MA5603T,H805GPBD,GPON 0/5/2,down,2.4,absent,CAMPBI-01/G003-O,Persistent Missing,Missing in both weeks
CBR01007G01,Huawei,MA5608T,H805GPFD,GPON 0/1/11,notPresent,2.4,absent,CBR01XMH01A,Persistent Missing,Missing in both weeks
CBR01019GO0,Huawei,MA5608T,H805GPFD,GPON 0/1/2,notPresent,2.4,absent,CBR01X3QPTL,Persistent Missing,Missing in both weeks
CBR01058GO0,Fiberhome,AN5516-04,GC8B,PON 2/8,up,2.4,nan,CBR01XAFD10,Persistent Missing,Missing in both weeks
CBR04005GO0,Huawei,MA5608T,H805GPFD,GPON 0/0/2,notPresent,2.4,absent,CBR04X0000B,Persistent Missing,Missing in both weeks
CBR04005GO0,Huawei,MA5608T,H805GPFD,GPON 0/0/5,notPresent,2.4,absent,CBR04X0000Q,Persistent Missing,Missing in both weeks
CBR04005GO0,Huawei,MA5608T,H805GPFD,GPON 0/0/6,notPresent,2.4,absent,CBR04X0000V,Persistent Missing,Missing in both weeks
CBR04005GO0,Huawei,MA5608T,H805GPFD,GPON 0/0/7,notPresent,2.4,absent,CBR04X00010,Persistent Missing,Missing in both weeks
CBR04017G00,Huawei,MA5800-X17,H901GPHF,GPON 0/1/10,notPresent,2.4,absent,CBR04X2LYJD,Persistent Missing,Missing in both weeks
CBR04017G00,Huawei,MA5800-X17,H901GPHF,GPON 0/1/11,notPresent,2.4,absent,CBR04X2LYWW,Persistent Missing,Missing in both weeks
CBR04017G00,Huawei,MA5800-X17,H901GPHF,GPON 0/1/12,notPresent,2.4,absent,CBR04X2LX31,Persistent Missing,Missing in both weeks
CBR04017G00,Huawei,MA5800-X17,H901GPHF,GPON 0/1/13,notPresent,2.4,absent,CBR04X2M0RM,Persistent Missing,Missing in both weeks
CBR04017G00,Huawei,MA5800-X17,H901GPHF,GPON 0/1/14,notPresent,2.4,absent,CBR04X2LYKY,Persistent Missing,Missing in both weeks
CBR04017G00,Huawei,MA5800-X17,H901GPHF,GPON 0/1/15,notPresent,2.4,absent,CBR04X2LYT4,Persistent Missing,Missing in both weeks
CBR04017G00,Huawei,MA5800-X17,H901GPHF,GPON 0/1/7,notPresent,2.4,absent,CBR04X2M0ZR,Persistent Missing,Missing in both weeks
CBR04017G00,Huawei,MA5800-X17,H901GPHF,GPON 0/1/8,notPresent,2.4,absent,CBR04X2LYG1,Persistent Missing,Missing in both weeks
CBR04017G00,Huawei,MA5800-X17,H901GPHF,GPON 0/1/9,notPresent,2.4,absent,CBR04X2M114,Persistent Missing,Missing in both weeks
CBR04017G00,Huawei,MA5800-X17,H901GPHF,GPON 0/2/10,notPresent,2.4,absent,CBR04X2LX03,Persistent Missing,Missing in both weeks
CBR04017G00,Huawei,MA5800-X17,H901GPHF,GPON 0/2/11,notPresent,2.4,absent,CBR04X2LXA1,Persistent Missing,Missing in both weeks
CBR04017G00,Huawei,MA5800-X17,H901GPHF,GPON 0/2/12,notPresent,2.4,absent,CBR04X2LVPE,Persistent Missing,Missing in both weeks
CBR04017G00,Huawei,MA5800-X17,H901GPHF,GPON 0/2/13,notPresent,2.4,absent,CBR04X2LVMA,Persistent Missing,Missing in both weeks
CBR04017G00,Huawei,MA5800-X17,H901GPHF,GPON 0/2/14,notPresent,2.4,absent,CBR04X2LXFC,Persistent Missing,Missing in both weeks
CBR04017G00,Huawei,MA5800-X17,H901GPHF,GPON 0/2/15,notPresent,2.4,absent,CBR04X2LXQW,Persistent Missing,Missing in both weeks
CBR04017G00,Huawei,MA5800-X17,H901GPHF,GPON 0/2/9,notPresent,2.4,absent,CBR04X2M11U,Persistent Missing,Missing in both weeks
CBR04017G00,Huawei,MA5800-X17,H901GPHF,GPON 0/3/1,notPresent,2.4,absent,CBR04X2M14P,Persistent Missing,Missing in both weeks
CBR04017G00,Huawei,MA5800-X17,H901GPHF,GPON 0/3/10,notPresent,2.4,absent,CBR04X2LV65,Persistent Missing,Missing in both weeks
CBR04017G00,Huawei,MA5800-X17,H901GPHF,GPON 0/3/13,notPresent,2.4,absent,CBR04X2LXPV,Persistent Missing,Missing in both weeks
CBR04017G00,Huawei,MA5800-X17,H901GPHF,GPON 0/3/14,notPresent,2.4,absent,CBR04X2LV44,Persistent Missing,Missing in both weeks
CBR04017G00,Huawei,MA5800-X17,H901GPHF,GPON 0/3/15,notPresent,2.4,absent,CBR04X2LV16,Persistent Missing,Missing in both weeks
CBR04017G00,Huawei,MA5800-X17,H901GPHF,GPON 0/3/3,notPresent,2.4,absent,CBR04X2M154,Persistent Missing,Missing in both weeks
CBR04017G00,Huawei,MA5800-X17,H901GPHF,GPON 0/3/8,notPresent,2.4,absent,CBR04X2LYTI,Persistent Missing,Missing in both weeks
CBR04017G00,Huawei,MA5800-X17,H901GPHF,GPON 0/3/9,notPresent,2.4,absent,CBR04X2LVKY,Persistent Missing,Missing in both weeks
CBR04018G00,Huawei,MA5800-X17,H901GPHF,GPON 0/3/10,notPresent,2.4,absent,CBR04X2LS6I,Persistent Missing,Missing in both weeks
CBR04018G00,Huawei,MA5800-X17,H901GPHF,GPON 0/3/11,notPresent,2.4,absent,CBR04X2LSAL,Persistent Missing,Missing in both weeks
CBR04018G00,Huawei,MA5800-X17,H901GPHF,GPON 0/3/12,notPresent,2.4,absent,CBR04X2LSD4,Persistent Missing,Missing in both weeks
CBR04018G00,Huawei,MA5800-X17,H901GPHF,GPON 0/3/13,notPresent,2.4,absent,CBR04X2LSFZ,Persistent Missing,Missing in both weeks
CBR04018G00,Huawei,MA5800-X17,H901GPHF,GPON 0/3/14,notPresent,2.4,absent,CBR04X2LSHN,Persistent Missing,Missing in both weeks
CBR04018G00,Huawei,MA5800-X17,H901GPHF,GPON 0/3/15,notPresent,2.4,absent,CBR04X2LSMI,Persistent Missing,Missing in both weeks
CBR04018G00,Huawei,MA5800-X17,H901GPHF,GPON 0/3/8,notPresent,2.4,absent,CBR04X2LQWL,Persistent Missing,Missing in both weeks
CBR04018G00,Huawei,MA5800-X17,H901GPHF,GPON 0/3/9,notPresent,2.4,absent,CBR04X2LR1F,Persistent Missing,Missing in both weeks
CBR04018G00,Huawei,MA5800-X17,H901GPHF,GPON 0/4/0,notPresent,2.4,absent,CBR04X2LSR3,Persistent Missing,Missing in both weeks
CBR04037GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/12,notPresent,2.4,absent,CBR04X3TCPA,Persistent Missing,Missing in both weeks
CBR04065GO0,Fiberhome,AN5516-04,GC8B,PON 2/4,up,2.4,nan,CBR04XHK0H9,Persistent Missing,Missing in both weeks
CBR04081GO2,Huawei,MA5800-X2,H903GPHF,GPON 0/2/14,notPresent,2.4,absent,CBR04X3VBF7,Persistent Missing,Missing in both weeks
CBR04088GO0,Huawei,MA5800-X2,H901GPHF,GPON 0/2/1,notPresent,2.4,absent,CBR04XMF0AB,Persistent Missing,Missing in both weeks
CBR07007G00,Huawei,MA5800-X17,H901GPHF,GPON 0/1/10,notPresent,2.4,absent,CBR07X2MRL3,Persistent Missing,Missing in both weeks
CBR07007G00,Huawei,MA5800-X17,H901GPHF,GPON 0/1/11,notPresent,2.4,absent,CBR07X2MUUQ,Persistent Missing,Missing in both weeks
CBR07007G00,Huawei,MA5800-X17,H901GPHF,GPON 0/1/12,notPresent,2.4,absent,CBR07X2MV7A,Persistent Missing,Missing in both weeks
CBR07007G00,Huawei,MA5800-X17,H901GPHF,GPON 0/1/13,notPresent,2.4,absent,CBR07X2MV8D,Persistent Missing,Missing in both weeks
CBR07007G00,Huawei,MA5800-X17,H901GPHF,GPON 0/1/14,notPresent,2.4,absent,CBR07X2MV9S,Persistent Missing,Missing in both weeks
CBR07007G00,Huawei,MA5800-X17,H901GPHF,GPON 0/1/15,notPresent,2.4,absent,CBR07X2MU2P,Persistent Missing,Missing in both weeks
CBR07007G00,Huawei,MA5800-X17,H901GPHF,GPON 0/1/7,notPresent,2.4,absent,CBR07X2MVAQ,Persistent Missing,Missing in both weeks
CBR07007G00,Huawei,MA5800-X17,H901GPHF,GPON 0/1/8,notPresent,2.4,absent,CBR07X2MVBW,Persistent Missing,Missing in both weeks
CBR07007G00,Huawei,MA5800-X17,H901GPHF,GPON 0/1/9,notPresent,2.4,absent,CBR07X2MVE8,Persistent Missing,Missing in both weeks
CBR07007G00,Huawei,MA5800-X17,H901GPHF,GPON 0/2/10,notPresent,2.4,absent,CBR07X2MTW1,Persistent Missing,Missing in both weeks
CBR07007G00,Huawei,MA5800-X17,H901GPHF,GPON 0/2/11,notPresent,2.4,absent,CBR07X2MTCC,Persistent Missing,Missing in both weeks
CBR07007G00,Huawei,MA5800-X17,H901GPHF,GPON 0/2/12,notPresent,2.4,absent,CBR07X2MS2Z,Persistent Missing,Missing in both weeks
CBR07007G00,Huawei,MA5800-X17,H901GPHF,GPON 0/2/13,notPresent,2.4,absent,CBR07X2MXZL,Persistent Missing,Missing in both weeks
CBR07007G00,Huawei,MA5800-X17,H901GPHF,GPON 0/2/14,notPresent,2.4,absent,CBR07X2MY1H,Persistent Missing,Missing in both weeks
CBR07007G00,Huawei,MA5800-X17,H901GPHF,GPON 0/2/15,notPresent,2.4,absent,CBR07X2MY26,Persistent Missing,Missing in both weeks
CBR07007G00,Huawei,MA5800-X17,H901GPHF,GPON 0/2/8,notPresent,2.4,absent,CBR07X2MY5K,Persistent Missing,Missing in both weeks
