Device Name,Vendor,Model,Card Name,IfName,IfOper,Speed,ModuleClass,Splitter L1 Name,Weekly_Status,Notes
PCK01001G00,ZTE,C300,,gpon_1/2/13,up,2.4,nan,PCK01X00077,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/2/14,up,2.4,nan,PCK01X0007C,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/2/15,up,2.4,nan,PCK01X0007H,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/2/16,up,2.4,nan,PCK01X0007M,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/2/2,up,2.4,nan,PCK01X0005L,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/2/3,up,2.4,nan,PCK01X0005U,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/2/4,up,2.4,nan,PCK01X0005Z,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/2/5,up,2.4,nan,PCK01X00064,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/2/6,up,2.4,nan,PCK01X00069,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/2/7,up,2.4,nan,PCK01X0006E,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/2/8,up,2.4,nan,PCK01X0006O,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/2/9,up,2.4,nan,PCK01X0006J,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/3/1,up,2.4,nan,PCK01X0007R,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/3/10,up,2.4,nan,PCK01X0000H,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/3/11,up,2.4,nan,PCK01X0000M,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/3/12,up,2.4,nan,PCK01X0000Q,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/3/13,up,2.4,nan,PCK01X0000U,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/3/14,up,2.4,nan,PCK01X0000Z,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/3/15,up,2.4,nan,PCK01X00012,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/3/16,up,2.4,nan,PCK01X00017,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/3/2,up,2.4,nan,PCK01X0007W,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/3/3,up,2.4,nan,PCK01X0008G,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/3/4,up,2.4,nan,PCK01X0008L,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/3/5,up,2.4,nan,PCK01X00081,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/3/6,up,2.4,nan,PCK01X0008S,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/3/7,up,2.4,nan,PCK01X00005,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/3/8,up,2.4,nan,PCK01X00008,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/3/9,up,2.4,nan,PCK01X0000C,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/4/1,up,2.4,nan,PCK01X0001B,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/4/10,up,2.4,nan,PCK01X00092,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/4/11,up,2.4,nan,PCK01X0008X,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/4/12,up,2.4,nan,PCK01X0005B,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/4/13,up,2.4,nan,PCK01X0005G,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/4/14,up,2.4,nan,PCK01X0008B,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/4/15,up,2.4,nan,PCK01X00086,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/4/16,up,2.4,nan,PCK01X0008P,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/4/2,up,2.4,nan,PCK01X0001D,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/4/3,up,2.4,nan,PCK01X0001I,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/4/4,up,2.4,nan,PCK01X0001M,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/4/5,up,2.4,nan,PCK01X0001R,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/4/6,up,2.4,nan,PCK01X0001W,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/4/7,up,2.4,nan,PCK01X00021,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/4/8,up,2.4,nan,PCK01X00026,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/4/9,up,2.4,nan,PCK01X0002B,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/5/1,up,2.4,nan,PCK01X25WZ2,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/5/2,up,2.4,nan,PCK01X263VF,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/5/3,up,2.4,nan,PCK01X35GJA,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/5/4,up,2.4,nan,PCK01X3IULM,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/5/5,up,2.4,nan,PCK01X3IULO,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/5/6,up,2.4,nan,PCK01X3IUM0,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/5/7,up,2.4,nan,PCK01X3K9HP,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/5/8,up,2.4,nan,PCK01X3K9HK,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/6/1,up,2.4,nan,PCK01X0004I,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/6/10,up,2.4,nan,PCK01X00051,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/6/11,up,2.4,nan,PCK01X00056,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/6/12,up,2.4,nan,PCK01X000DI,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/6/13,up,2.4,nan,PCK01X000A4,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/6/14,up,2.4,nan,PCK01X000A7,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/6/15,up,2.4,nan,PCK01X000AC,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/6/16,up,2.4,nan,PCK01X20D5K,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/6/2,up,2.4,nan,PCK01X20CCM,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/6/3,up,2.4,nan,PCK01X20CDI,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/6/4,up,2.4,nan,PCK01X20CHJ,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/6/5,up,2.4,nan,PCK01X00095,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/6/6,up,2.4,nan,PCK01X00097,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/6/7,up,2.4,nan,PCK01X0004M,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/6/8,up,2.4,nan,PCK01X0004R,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/6/9,up,2.4,nan,PCK01X0004W,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/7/1,up,2.4,nan,PCK01X0002F,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/7/10,up,2.4,nan,PCK01X0003O,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/7/11,up,2.4,nan,PCK01X0003R,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/7/12,up,2.4,nan,PCK01X00041,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/7/13,up,2.4,nan,PCK01X0003W,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/7/14,up,2.4,nan,PCK01X00046,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/7/15,up,2.4,nan,PCK01X0004B,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/7/16,up,2.4,nan,PCK01X0004F,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/7/2,up,2.4,nan,PCK01X0002K,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/7/3,up,2.4,nan,PCK01X0002P,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/7/4,up,2.4,nan,PCK01X0002U,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/7/5,up,2.4,nan,PCK01X0002Z,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/7/6,up,2.4,nan,PCK01X00034,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/7/7,up,2.4,nan,PCK01X00039,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/7/8,up,2.4,nan,PCK01X0003E,Recovered / Fixed,SFP inserted or port restored this week
PCK01001G00,ZTE,C300,,gpon_1/7/9,up,2.4,nan,PCK01X0003J,Recovered / Fixed,SFP inserted or port restored this week
PCK04002G00,ZTE,C320,,gpon_1/1/5,up,2.4,nan,PCK04X2YYNI,Recovered / Fixed,SFP inserted or port restored this week
PCK04013G01,ZTE,C320,,gpon_1/1/1,up,2.4,nan,PCK04X2VH75,Recovered / Fixed,SFP inserted or port restored this week
PCK04013G01,ZTE,C320,,gpon_1/1/2,up,2.4,nan,PCK04X2VH7Q,Recovered / Fixed,SFP inserted or port restored this week
PCK04013G01,ZTE,C320,,gpon_1/1/3,down,2.4,nan,PCK04X2Z430,Recovered / Fixed,SFP inserted or port restored this week
PCK04013G01,ZTE,C320,,gpon_1/1/5,up,2.4,nan,PCK04X2W9YP,Recovered / Fixed,SFP inserted or port restored this week
PCK04013G01,ZTE,C320,,gpon_1/1/6,up,2.4,nan,PCK04X2WAEG,Recovered / Fixed,SFP inserted or port restored this week
PCK05005G00,Fiberhome,AN6001-G16,,PON 1/5,up,2.4,nan,PCK04X3IY69,Recovered / Fixed,SFP inserted or port restored this week
PCK06001G00,ZTE,C300,,gpon_1/4/7,up,2.4,nan,PCK06X0006E,Recovered / Fixed,SFP inserted or port restored this week
PCK06001G00,ZTE,C300,,gpon_1/5/5,up,2.4,nan,PCK06X30W0W,Recovered / Fixed,SFP inserted or port restored this week
PCK06001G00,ZTE,C300,,gpon_1/5/9,up,2.4,nan,PCK06X30KN2,Recovered / Fixed,SFP inserted or port restored this week
PCK06001G00,ZTE,C300,,gpon_1/6/2,up,2.4,nan,PCK06X0000A,Recovered / Fixed,SFP inserted or port restored this week
PCK06001G00,ZTE,C300,,gpon_1/6/4,up,2.4,nan,PCK06X0000K,Recovered / Fixed,SFP inserted or port restored this week
PCK06001G00,ZTE,C300,,gpon_1/6/5,up,2.4,nan,PCK06X0000O,Recovered / Fixed,SFP inserted or port restored this week
PCK06001G00,ZTE,C300,,gpon_1/6/7,up,2.4,nan,PCK06X0000X,Recovered / Fixed,SFP inserted or port restored this week
PCK06001G00,ZTE,C300,,gpon_1/6/8,up,2.4,nan,PCK06X00012,Recovered / Fixed,SFP inserted or port restored this week
PCK06001G00,ZTE,C300,,gpon_1/7/7,up,2.4,nan,PCK06X2Q1FL,Recovered / Fixed,SFP inserted or port restored this week
PCK06001G00,ZTE,C300,,gpon_1/8/1,up,2.4,nan,PCK06X350EE,Recovered / Fixed,SFP inserted or port restored this week
PCK06001G00,ZTE,C300,,gpon_1/8/10,up,2.4,nan,PCK06X3NGP1,Recovered / Fixed,SFP inserted or port restored this week
PCK06001G00,ZTE,C300,,gpon_1/8/15,up,2.4,nan,PCK06X3IY6V,Recovered / Fixed,SFP inserted or port restored this week
PCK06001G00,ZTE,C300,,gpon_1/8/2,up,2.4,nan,PCK06X3941V,Recovered / Fixed,SFP inserted or port restored this week
PCK06001G00,ZTE,C300,,gpon_1/8/3,up,2.4,nan,PCK06X39POH,Recovered / Fixed,SFP inserted or port restored this week
PCK06001G00,ZTE,C300,,gpon_1/8/4,up,2.4,nan,PCK06X39PCS,Recovered / Fixed,SFP inserted or port restored this week
PCK06001G00,ZTE,C300,,gpon_1/8/6,up,2.4,nan,PCK06X3DNOW,Recovered / Fixed,SFP inserted or port restored this week
PCK06001G00,ZTE,C300,,gpon_1/8/7,up,2.4,nan,PCK06X3EEX3,Recovered / Fixed,SFP inserted or port restored this week
PCK06001G00,ZTE,C300,,gpon_1/8/8,up,2.4,nan,PCK06X3IESJ,Recovered / Fixed,SFP inserted or port restored this week
PCK06001G00,ZTE,C300,,gpon_1/9/2,up,2.4,nan,PCK06X3QW2W,Recovered / Fixed,SFP inserted or port restored this week
PCK06002GO0,ZTE,C320,,gpon_1/1/4,up,2.4,nan,PCK06X0009I,Recovered / Fixed,SFP inserted or port restored this week
PCK06002GO0,ZTE,C320,,gpon_1/2/9,up,2.4,nan,PCK06X000C4,Recovered / Fixed,SFP inserted or port restored this week
PCK07002G00,ZTE,C300,,gpon_1/2/1,up,2.4,nan,PCK07X0004N,Recovered / Fixed,SFP inserted or port restored this week
PCK07002G00,ZTE,C300,,gpon_1/2/2,up,2.4,nan,PCK07X00054,Recovered / Fixed,SFP inserted or port restored this week
PCK07002G00,ZTE,C300,,gpon_1/2/5,up,2.4,nan,PCK07X00046,Recovered / Fixed,SFP inserted or port restored this week
PCK07002G00,ZTE,C300,,gpon_1/6/1,up,2.4,nan,PCK07X00091,Recovered / Fixed,SFP inserted or port restored this week
PCK07002G00,ZTE,C300,,gpon_1/6/6,up,2.4,nan,PCK07X0009N,Recovered / Fixed,SFP inserted or port restored this week
PCK07002G00,ZTE,C300,,gpon_1/7/2,up,2.4,nan,PCK07X000AX,Recovered / Fixed,SFP inserted or port restored this week
PCK07002G00,ZTE,C300,,gpon_1/8/10,up,2.4,nan,PCK07X3E1B9,Recovered / Fixed,SFP inserted or port restored this week
PCK07002G00,ZTE,C300,,gpon_1/8/11,up,2.4,nan,PCK07X3LHLO,Recovered / Fixed,SFP inserted or port restored this week
PCK07002G00,ZTE,C300,,gpon_1/8/12,up,2.4,nan,PCK07X3LHLP,Recovered / Fixed,SFP inserted or port restored this week
PCK07002G00,ZTE,C300,,gpon_1/8/13,up,2.4,nan,PCK07X3LHLY,Recovered / Fixed,SFP inserted or port restored this week
PCK07002G00,ZTE,C300,,gpon_1/8/14,up,2.4,nan,PCK07X3LHLZ,Recovered / Fixed,SFP inserted or port restored this week
PCK07002G00,ZTE,C300,,gpon_1/8/2,up,2.4,nan,PCK07X3DYHI,Recovered / Fixed,SFP inserted or port restored this week
PCK07002G00,ZTE,C300,,gpon_1/8/3,up,2.4,nan,PCK07X34YQ3,Recovered / Fixed,SFP inserted or port restored this week
PCK07002G00,ZTE,C300,,gpon_1/8/4,up,2.4,nan,PCK07X358LD,Recovered / Fixed,SFP inserted or port restored this week
PCK07002G00,ZTE,C300,,gpon_1/8/5,up,2.4,nan,PCK07X3C5WF,Recovered / Fixed,SFP inserted or port restored this week
PCK07002G00,ZTE,C300,,gpon_1/8/6,up,2.4,nan,PCK07X3C5WA,Recovered / Fixed,SFP inserted or port restored this week
PCK07002G00,ZTE,C300,,gpon_1/8/7,up,2.4,nan,PCK07X3E1AI,Recovered / Fixed,SFP inserted or port restored this week
PCK07002G00,ZTE,C300,,gpon_1/8/8,up,2.4,nan,PCK07X3E1BE,Recovered / Fixed,SFP inserted or port restored this week
PCK07002G00,ZTE,C300,,gpon_1/8/9,up,2.4,nan,PCK07X3E1B0,Recovered / Fixed,SFP inserted or port restored this week
PCK07003GO0,ZTE,C320,,gpon_1/1/4,up,2.4,nan,PCK07X00070,Recovered / Fixed,SFP inserted or port restored this week
PCK07004GO0,ZTE,C320,,gpon_1/1/7,up,2.4,nan,PCK07X1ZS8F,Recovered / Fixed,SFP inserted or port restored this week
PCT01012GO0,Fiberhome,AN5516-04,,PON 2/5,up,2.4,nan,PCT01X35KPM,Recovered / Fixed,SFP inserted or port restored this week
PKT01002G00,ZTE,C300,,gpon_1/2/11,up,2.4,nan,PKT01X0003D,Recovered / Fixed,SFP inserted or port restored this week
PKT01002G00,ZTE,C300,,gpon_1/3/7,up,2.4,nan,PKT01X0004Z,Recovered / Fixed,SFP inserted or port restored this week
PKT01002G00,ZTE,C300,,gpon_1/4/7,up,2.4,nan,PKT01X00070,Recovered / Fixed,SFP inserted or port restored this week
PKT01002G00,ZTE,C300,,gpon_1/5/16,up,2.4,nan,PKT01X000A6,Recovered / Fixed,SFP inserted or port restored this week
PKT01002G00,ZTE,C300,,gpon_1/6/1,up,2.4,nan,PKT01X000IQ,Recovered / Fixed,SFP inserted or port restored this week
PKT01002G00,ZTE,C300,,gpon_1/7/15,up,2.4,nan,PKT01X2U6KJ,Recovered / Fixed,SFP inserted or port restored this week
PKT01002G00,ZTE,C300,,gpon_1/8/10,up,2.4,nan,PKT01X3CHD5,Recovered / Fixed,SFP inserted or port restored this week
PKT01002G00,ZTE,C300,,gpon_1/8/11,up,2.4,nan,PKT01X3CHD2,Recovered / Fixed,SFP inserted or port restored this week
PKT01002G00,ZTE,C300,,gpon_1/8/13,up,2.4,nan,PKT01X3II03,Recovered / Fixed,SFP inserted or port restored this week
PKT01002G00,ZTE,C300,,gpon_1/8/14,up,2.4,nan,PKT01X3KOLT,Recovered / Fixed,SFP inserted or port restored this week
PKT01002G00,ZTE,C300,,gpon_1/8/2,up,2.4,nan,PKT01X0033I,Recovered / Fixed,SFP inserted or port restored this week
PKT01002G00,ZTE,C300,,gpon_1/8/3,up,2.4,nan,PKT01X0033O,Recovered / Fixed,SFP inserted or port restored this week
PKT01002G00,ZTE,C300,,gpon_1/8/4,up,2.4,nan,PKT01X0033X,Recovered / Fixed,SFP inserted or port restored this week
PKT01002G00,ZTE,C300,,gpon_1/8/5,up,2.4,nan,PKT01X2W7OK,Recovered / Fixed,SFP inserted or port restored this week
PKT01002G00,ZTE,C300,,gpon_1/8/6,up,2.4,nan,PKT01X2W7OJ,Recovered / Fixed,SFP inserted or port restored this week
PKT01002G00,ZTE,C300,,gpon_1/8/7,up,2.4,nan,PKT01X2ZIWG,Recovered / Fixed,SFP inserted or port restored this week
PKT01020GO0,ZTE,C320,,gpon_1/2/1,down,2.4,nan,PKT01X3VM8Q,Recovered / Fixed,SFP inserted or port restored this week
PKT01020GO0,ZTE,C320,,gpon_1/2/2,up,2.4,nan,PKT01X3VM8W,Recovered / Fixed,SFP inserted or port restored this week
PKT01020GO0,ZTE,C320,,gpon_1/2/3,up,2.4,nan,PKT01X3VM92,Recovered / Fixed,SFP inserted or port restored this week
PKT01020GO0,ZTE,C320,,gpon_1/2/4,up,2.4,nan,PKT01X3VM98,Recovered / Fixed,SFP inserted or port restored this week
PKT01027GO0,ZTE,C320,,gpon_1/2/1,up,2.4,nan,PKT01X2V42T,Recovered / Fixed,SFP inserted or port restored this week
PKT01027GO0,ZTE,C320,,gpon_1/2/2,up,2.4,nan,PKT01X2VCTF,Recovered / Fixed,SFP inserted or port restored this week
PKT01027GO0,ZTE,C320,,gpon_1/2/3,up,2.4,nan,PKT01X2VCXJ,Recovered / Fixed,SFP inserted or port restored this week
PKT01027GO0,ZTE,C320,,gpon_1/2/4,up,2.4,nan,PKT01X2VEJ1,Recovered / Fixed,SFP inserted or port restored this week
PKT01027GO0,ZTE,C320,,gpon_1/2/5,up,2.4,nan,PKT01X31RGZ,Recovered / Fixed,SFP inserted or port restored this week
PKT01027GO0,ZTE,C320,,gpon_1/2/6,up,2.4,nan,PKT01X34R6G,Recovered / Fixed,SFP inserted or port restored this week
PKT01027GO0,ZTE,C320,,gpon_1/2/7,up,2.4,nan,PKT01X34R6M,Recovered / Fixed,SFP inserted or port restored this week
PKT01027GO0,ZTE,C320,,gpon_1/2/8,up,2.4,nan,PKT01X3C9ZK,Recovered / Fixed,SFP inserted or port restored this week
PKT01032GO0,ZTE,C320,,gpon_1/1/6,up,2.4,nan,PKT01X001CC,Recovered / Fixed,SFP inserted or port restored this week
PKT01032GO0,ZTE,C320,,gpon_1/2/1,up,2.4,nan,PKT01X2V38Y,Recovered / Fixed,SFP inserted or port restored this week
PKT01032GO0,ZTE,C320,,gpon_1/2/2,up,2.4,nan,PKT01X2Y0TV,Recovered / Fixed,SFP inserted or port restored this week
PKT01032GO0,ZTE,C320,,gpon_1/2/3,up,2.4,nan,PKT01X2YF84,Recovered / Fixed,SFP inserted or port restored this week
PKT01032GO0,ZTE,C320,,gpon_1/2/4,up,2.4,nan,PKT01X2YV6F,Recovered / Fixed,SFP inserted or port restored this week
PKT01032GO0,ZTE,C320,,gpon_1/2/5,up,2.4,nan,PKT01X3MI14,Recovered / Fixed,SFP inserted or port restored this week
PKT01032GO0,ZTE,C320,,gpon_1/2/6,up,2.4,nan,PKT01X3MI1A,Recovered / Fixed,SFP inserted or port restored this week
PKT01033GO0,ZTE,C320,,gpon_1/2/1,up,2.4,nan,PKT01X2U00K,Recovered / Fixed,SFP inserted or port restored this week
PKT01033GO0,ZTE,C320,,gpon_1/2/2,up,2.4,nan,PKT01X2TZXP,Recovered / Fixed,SFP inserted or port restored this week
PKT01033GO0,ZTE,C320,,gpon_1/2/3,up,2.4,nan,PKT01X2TZXE,Recovered / Fixed,SFP inserted or port restored this week
PKT01033GO0,ZTE,C320,,gpon_1/2/4,up,2.4,nan,PKT01X2VIIP,Recovered / Fixed,SFP inserted or port restored this week
PKT01033GO0,ZTE,C320,,gpon_1/2/5,up,2.4,nan,PKT01X3BWGV,Recovered / Fixed,SFP inserted or port restored this week
PKT01033GO0,ZTE,C320,,gpon_1/2/6,up,2.4,nan,PKT01X3BWGT,Recovered / Fixed,SFP inserted or port restored this week
PKT01033GO0,ZTE,C320,,gpon_1/2/7,up,2.4,nan,PKT01X3II8F,Recovered / Fixed,SFP inserted or port restored this week
PKT01033GO0,ZTE,C320,,gpon_1/2/8,up,2.4,nan,PKT01X3VHLI,Recovered / Fixed,SFP inserted or port restored this week
PKT01038GO0,ZTE,C320,,gpon_1/1/1,up,2.4,nan,PKT01X2QG2R,Recovered / Fixed,SFP inserted or port restored this week
PKT01038GO0,ZTE,C320,,gpon_1/1/3,up,2.4,nan,PKT01X0018C,Recovered / Fixed,SFP inserted or port restored this week
PKT01038GO0,ZTE,C320,,gpon_1/1/4,up,2.4,nan,PKT01X0018I,Recovered / Fixed,SFP inserted or port restored this week
PKT01038GO0,ZTE,C320,,gpon_1/1/5,up,2.4,nan,PKT01X0018N,Recovered / Fixed,SFP inserted or port restored this week
PKT01038GO0,ZTE,C320,,gpon_1/1/6,up,2.4,nan,PKT01X0018W,Recovered / Fixed,SFP inserted or port restored this week
PKT01038GO0,ZTE,C320,,gpon_1/1/7,up,2.4,nan,PKT01X00191,Recovered / Fixed,SFP inserted or port restored this week
PKT01038GO0,ZTE,C320,,gpon_1/2/7,up,2.4,nan,PKT01X3PUXE,Recovered / Fixed,SFP inserted or port restored this week
PKT01042GO0,ZTE,C320,,gpon_1/2/1,up,2.4,nan,PKT01X2V3OV,Recovered / Fixed,SFP inserted or port restored this week
PKT01042GO0,ZTE,C320,,gpon_1/2/2,up,2.4,nan,PKT01X2V3P6,Recovered / Fixed,SFP inserted or port restored this week
PKT01042GO0,ZTE,C320,,gpon_1/2/3,up,2.4,nan,PKT01X2VA2B,Recovered / Fixed,SFP inserted or port restored this week
PKT01042GO0,ZTE,C320,,gpon_1/2/4,up,2.4,nan,PKT01X2VA8Z,Recovered / Fixed,SFP inserted or port restored this week
PKT01042GO0,ZTE,C320,,gpon_1/2/5,up,2.4,nan,PKT01X2ZITA,Recovered / Fixed,SFP inserted or port restored this week
PKT01042GO0,ZTE,C320,,gpon_1/2/6,up,2.4,nan,PKT01X3CGFR,Recovered / Fixed,SFP inserted or port restored this week
PKT01042GO0,ZTE,C320,,gpon_1/2/7,up,2.4,nan,PKT01X3J72R,Recovered / Fixed,SFP inserted or port restored this week
PKT01042GO0,ZTE,C320,,gpon_1/2/8,up,2.4,nan,PKT01X3J72S,Recovered / Fixed,SFP inserted or port restored this week
PKT01043GO0,ZTE,C320,,gpon_1/2/1,up,2.4,nan,PKT01X2W857,Recovered / Fixed,SFP inserted or port restored this week
PKT01043GO0,ZTE,C320,,gpon_1/2/2,up,2.4,nan,PKT01X2W87D,Recovered / Fixed,SFP inserted or port restored this week
PKT01043GO0,ZTE,C320,,gpon_1/2/3,up,2.4,nan,PKT01X2YHU0,Recovered / Fixed,SFP inserted or port restored this week
PKT01043GO0,ZTE,C320,,gpon_1/2/4,up,2.4,nan,PKT01X34X9O,Recovered / Fixed,SFP inserted or port restored this week
PKT01043GO0,ZTE,C320,,gpon_1/2/7,up,2.4,nan,PKT01X3UOOR,Recovered / Fixed,SFP inserted or port restored this week
PKT01043GO0,ZTE,C320,,gpon_1/2/8,up,2.4,nan,PKT01X3V2O1,Recovered / Fixed,SFP inserted or port restored this week
PKT01045GO0,ZTE,C320,,gpon_1/2/1,up,2.4,nan,PKT01X2YVHP,Recovered / Fixed,SFP inserted or port restored this week
PKT01045GO0,ZTE,C320,,gpon_1/2/2,up,2.4,nan,PKT01X2YVH1,Recovered / Fixed,SFP inserted or port restored this week
PKT01045GO0,ZTE,C320,,gpon_1/2/3,up,2.4,nan,PKT01X30KCO,Recovered / Fixed,SFP inserted or port restored this week
