Device Name,Vendor,Model,Card Name,IfName,Splitter L1 Name,ModuleClass,VendorPN,XGS_Status
ANC01012G00,ZTE,C610,XGS-PON (Built-in),gpon_olt-1/3/1,ANC01X00044,GPON&XGS-PON_COMBO/MPM_C+/EC++C+,Z04042000-6220,Ready (XGS SFP Inserted)
ANC01012G00,ZTE,C610,XGS-PON (Built-in),gpon_olt-1/3/2,ANC01X0004A,GPON&XGS-PON_COMBO/MPM_C+/EC++C+,Z04042000-6220,Ready (XGS SFP Inserted)
ANC01012G00,ZTE,C610,XGS-PON (Built-in),gpon_olt-1/3/3,ANC01X0004E,GPON&XGS-PON_COMBO/MPM_C+/EC++C+,Z04042000-6220,Ready (XGS SFP Inserted)
ANC01012G00,ZTE,C610,XGS-PON (Built-in),gpon_olt-1/3/4,ANC01X0004K,GPON&XGS-PON_COMBO/MPM_C+/EC++C+,Z04042000-6220,Ready (XGS SFP Inserted)
ANC01012G00,ZTE,C610,XGS-PON (Built-in),gpon_olt-1/3/5,ANC01X00179,GPON&XGS-PON_COMBO/MPM_C+/EC++C+,Z04042000-6220,Ready (XGS SFP Inserted)
ANC01012G00,ZTE,C610,XGS-PON (Built-in),gpon_olt-1/3/6,ANC01X39R62,GPON&XGS-PON_COMBO/MPM_C+/EC++C+,Z04042000-6220,Ready (XGS SFP Inserted)
ANC01012G00,ZTE,C610,XGS-PON (Built-in),gpon_olt-1/3/7,ANC01X3I2NT,GPON&XGS-PON_COMBO/MPM_C+/EC++C+,Z04042000-6220,Ready (XGS SFP Inserted)
ANC01012G00,ZTE,C610,XGS-PON (Built-in),gpon_olt-1/3/8,ANC01X3GS44,GPON&XGS-PON_COMBO/MPM_C+/EC++C+,Z04042000-6220,Ready (XGS SFP Inserted)
ANC01012G00,ZTE,C610,XGS-PON (Built-in),gpon_olt-1/3/9,ANC01X3MTW0,GPON&XGS-PON_COMBO/MPM_C+/EC++C+,Z04042000-6220,Ready (XGS SFP Inserted)
ANC02010GO0,Fiberhome,AN6001-GF16,XGS-PON (Built-in),PON 1/1,ANC02X1UCL0,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
ATG01013GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/0,ATG01X2QVRP,Combo C+,,Ready (XGS SFP Inserted)
ATG01013GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/1,ATG01X000CQ,Combo C+,,Ready (XGS SFP Inserted)
ATG01013GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/2,ATG01X000CV,Combo C+,,Ready (XGS SFP Inserted)
ATG01013GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/3,ATG01X000D0,Combo C+,,Ready (XGS SFP Inserted)
ATG01013GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/4,ATG01X000D5,Combo C+,,Ready (XGS SFP Inserted)
ATG01013GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/5,ATG01X2WG04,Combo C+,,Ready (XGS SFP Inserted)
ATG03006GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/0,ATG03X0006L,Combo C+,,Ready (XGS SFP Inserted)
ATG03006GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/1,ATG03X0006C,Combo C+,,Ready (XGS SFP Inserted)
ATG03006GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/2,ATG03X0006V,Combo C+,,Ready (XGS SFP Inserted)
ATG03006GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/3,ATG03X0008I,Combo C+,,Ready (XGS SFP Inserted)
ATG03006GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/4,ATG03X00090,Combo C+,,Ready (XGS SFP Inserted)
ATG03006GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/5,ATG03X34FD5,Combo C+,,Ready (XGS SFP Inserted)
ATG03006GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/6,ATG03X3A65T,Combo C+,,Ready (XGS SFP Inserted)
ATG03006GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/7,ATG03X3A2CE,Combo C+,,Ready (XGS SFP Inserted)
ATG03006GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/8,ATG03X3A6PM,Combo C+,,Ready (XGS SFP Inserted)
ATG06003G00,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/0,ATG06X0006O,Combo C+,,Ready (XGS SFP Inserted)
ATG06003G00,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/1,ATG06X0006X,Combo C+,,Ready (XGS SFP Inserted)
ATG06003G00,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/2,ATG01X3RMIY,Combo C+,,Ready (XGS SFP Inserted)
AYT01040GO0,Fiberhome,AN6000-2,GFOA,PON 1/1,AYT06X39NV3,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
AYT01040GO0,Fiberhome,AN6000-2,GFOA,PON 1/11,AYT06X3E3KW,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
AYT01040GO0,Fiberhome,AN6000-2,GFOA,PON 1/12,AYT06X3E3L5,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
AYT01040GO0,Fiberhome,AN6000-2,GFOA,PON 1/13,AYT06X3E3LE,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
AYT01040GO0,Fiberhome,AN6000-2,GFOA,PON 1/14,AYT06X3E3LN,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
AYT01040GO0,Fiberhome,AN6000-2,GFOA,PON 1/15,AYT06X3E3LW,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
AYT01040GO0,Fiberhome,AN6000-2,GFOA,PON 1/16,AYT06X3ERVM,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
AYT01040GO0,Fiberhome,AN6000-2,GFOA,PON 1/2,AYT06X39NXF,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
AYT01040GO0,Fiberhome,AN6000-2,GFOA,PON 1/3,AYT06X39NZ0,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
AYT01040GO0,Fiberhome,AN6000-2,GFOA,PON 1/4,AYT06X39PVV,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
AYT01040GO0,Fiberhome,AN6000-2,GFOA,PON 1/5,AYT06X39QCB,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
AYT01040GO0,Fiberhome,AN6000-2,GFOA,PON 1/6,AYT06X39QGH,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
AYT01040GO0,Fiberhome,AN6000-2,GFOA,PON 1/7,AYT06X39QIY,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
AYT01040GO0,Fiberhome,AN6000-2,GFOA,PON 1/8,AYT06X39WV1,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
AYT01040GO0,Fiberhome,AN6000-2,GFOA,PON 1/9,AYT06X3E3KE,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
AYT01043G00,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/1,UTHAYA-01/G001-O,XGSPON+GPON/CLASS C+PRO,OM5270SX301,Ready (XGS SFP Inserted)
AYT01043G00,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/2,UTHAYA-01/G002-O,XGSPON+GPON/CLASS C+PRO,OM5270SX301,Ready (XGS SFP Inserted)
AYT01043GO0,Fiberhome,AN6001-GF16,XGS-PON (Built-in),PON 1/1,AYT01X3UBJN,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
AYT01043GO0,Fiberhome,AN6001-GF16,XGS-PON (Built-in),PON 1/2,AYT01X3UBJW,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
AYT01043GO0,Fiberhome,AN6001-GF16,XGS-PON (Built-in),PON 1/3,AYT01X3UBK1,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
AYT04003GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/0,AYT04X00010,Combo C+,,Ready (XGS SFP Inserted)
AYT04003GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/1,AYT04X2VT1A,Combo C+,,Ready (XGS SFP Inserted)
AYT04003GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/3,AYT04X33QO5,Combo C+,,Ready (XGS SFP Inserted)
AYT04003GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/4,AYT04X33RX4,Combo C+,,Ready (XGS SFP Inserted)
AYT04003GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/5,AYT04X3R77A,Combo C+,,Ready (XGS SFP Inserted)
AYT04020GO0,Fiberhome,AN6001-GF16,XGS-PON (Built-in),PON 1/1,AYT04X3U1X2,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
AYT05005GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/0,AYT05X0002C,GPON/CLASS B+,OM5050X1D,SFP Swap Needed (GPON SFP Inserted)
AYT05005GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/1,AYT05X0002K,Combo C+,,Ready (XGS SFP Inserted)
AYT05005GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/2,AYT05X0002T,Combo C+,,Ready (XGS SFP Inserted)
AYT05005GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/3,AYT05X00030,Combo C+,,Ready (XGS SFP Inserted)
AYT05005GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/4,AYT05X00039,Combo C+,,Ready (XGS SFP Inserted)
AYT05005GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/5,AYT05X0003G,GPON/CLASS B+,OM5050X1D,SFP Swap Needed (GPON SFP Inserted)
AYT05005GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/6,AYT05X0003N,Combo C+,,Ready (XGS SFP Inserted)
AYT05005GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/7,AYT05X2VUB8,Combo C+,,Ready (XGS SFP Inserted)
AYT05005GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/8,AYT05X2XTJN,Combo C+,,Ready (XGS SFP Inserted)
AYT05005GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/9,AYT05X3HEON,Combo C+,,Ready (XGS SFP Inserted)
AYT05010GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/0,AYT12X0008R,Combo C+,,Ready (XGS SFP Inserted)
AYT05010GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/1,AYT12X00090,Combo C+,,Ready (XGS SFP Inserted)
AYT05010GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/2,AYT12X00099,Combo C+,,Ready (XGS SFP Inserted)
AYT05010GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/3,AYT05X2RYWE,Combo C+,,Ready (XGS SFP Inserted)
AYT05010GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/4,AYT12X2YD6F,Combo C+,,Ready (XGS SFP Inserted)
AYT05010GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/5,AYT05X3TI00,Combo C+,,Ready (XGS SFP Inserted)
AYT06029GO0,Huawei,MA5800-X2,H905FLHF,GPON 0/1/0,AYT06X000OU,GPON/CLASS B+,SSX1T1LTB,SFP Swap Needed (GPON SFP Inserted)
AYT06029GO0,Huawei,MA5800-X2,H905FLHF,GPON 0/1/1,AYT06X000P3,GPON/CLASS B+,SSX1T1LTB,SFP Swap Needed (GPON SFP Inserted)
AYT06029GO0,Huawei,MA5800-X2,H905FLHF,GPON 0/1/10,AYT06X3PHIR,Combo C+,,Ready (XGS SFP Inserted)
AYT06029GO0,Huawei,MA5800-X2,H905FLHF,GPON 0/1/11,AYT06X3R2BR,Combo C+,,Ready (XGS SFP Inserted)
AYT06029GO0,Huawei,MA5800-X2,H905FLHF,GPON 0/1/12,AYT14X3U06X,Combo C+,,Ready (XGS SFP Inserted)
AYT06029GO0,Huawei,MA5800-X2,H905FLHF,GPON 0/1/13,AYT14X3U06Y,Combo C+,,Ready (XGS SFP Inserted)
AYT06029GO0,Huawei,MA5800-X2,H905FLHF,GPON 0/1/2,AYT06X000PC,GPON/CLASS B+,SSX1T1LTB,SFP Swap Needed (GPON SFP Inserted)
AYT06029GO0,Huawei,MA5800-X2,H905FLHF,GPON 0/1/3,AYT06X000QJ,GPON/CLASS B+,SSX1T1LTB,SFP Swap Needed (GPON SFP Inserted)
AYT06029GO0,Huawei,MA5800-X2,H905FLHF,GPON 0/1/4,AYT06X2U3B1,Combo C+,,Ready (XGS SFP Inserted)
AYT06029GO0,Huawei,MA5800-X2,H905FLHF,GPON 0/1/5,AYT06X2X7TC,GPON/CLASS B+,SSX1T1LTB,SFP Swap Needed (GPON SFP Inserted)
AYT06029GO0,Huawei,MA5800-X2,H905FLHF,GPON 0/1/6,AYT06X3572Q,GPON/CLASS B+,SSX1T1LTB,SFP Swap Needed (GPON SFP Inserted)
AYT06029GO0,Huawei,MA5800-X2,H905FLHF,GPON 0/1/7,AYT06X3BNQF,Combo C+,,Ready (XGS SFP Inserted)
AYT06029GO0,Huawei,MA5800-X2,H905FLHF,GPON 0/1/8,AYT06X3PHHY,Combo C+,,Ready (XGS SFP Inserted)
AYT06029GO0,Huawei,MA5800-X2,H905FLHF,GPON 0/1/9,AYT14X3PHH4,Combo C+,,Ready (XGS SFP Inserted)
AYT06034GO0,Fiberhome,AN6000-2,GFOA,PON 1/1,AYT14X3DREK,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
AYT06034GO0,Fiberhome,AN6000-2,GFOA,PON 1/10,AYT14X3K23Y,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
AYT06034GO0,Fiberhome,AN6000-2,GFOA,PON 1/11,AYT14X3K247,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
AYT06034GO0,Fiberhome,AN6000-2,GFOA,PON 1/12,AYT14X3K24G,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
AYT06034GO0,Fiberhome,AN6000-2,GFOA,PON 1/13,AYT14X3K24P,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
AYT06034GO0,Fiberhome,AN6000-2,GFOA,PON 1/14,AYT14X3K24Y,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
AYT06034GO0,Fiberhome,AN6000-2,GFOA,PON 1/15,AYT14X3K235,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
AYT06034GO0,Fiberhome,AN6000-2,GFOA,PON 1/2,AYT06X3DS0B,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
AYT06034GO0,Fiberhome,AN6000-2,GFOA,PON 1/3,AYT14X3CVDV,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
AYT06034GO0,Fiberhome,AN6000-2,GFOA,PON 1/4,AYT14X3CVDS,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
AYT06034GO0,Fiberhome,AN6000-2,GFOA,PON 1/5,AYT14X3CVDY,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
AYT06034GO0,Fiberhome,AN6000-2,GFOA,PON 1/6,AYT06X3EJWI,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
AYT06034GO0,Fiberhome,AN6000-2,GFOA,PON 1/7,AYT14X3K257,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
AYT06034GO0,Fiberhome,AN6000-2,GFOA,PON 1/8,AYT14X3K23G,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
AYT06034GO0,Fiberhome,AN6000-2,GFOA,PON 1/9,AYT14X3K23P,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
AYT06037GO0,Fiberhome,AN6001-GF16,XGS-PON (Built-in),PON 1/1,AYT06X3UBI7,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
AYT07014GO0,Fiberhome,AN6001-GF16,XGS-PON (Built-in),PON 1/1,AYT07X3T5CY,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
AYT07014GO0,Fiberhome,AN6001-GF16,XGS-PON (Built-in),PON 1/2,AYT07X3T5D4,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
AYT08014G00,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/0,AYT08X0008Y,XGSPON+GPON/CLASS C+PRO,OM5270SX301,Ready (XGS SFP Inserted)
AYT08014G00,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/1,AYT08X2RYZB,XGSPON+GPON/CLASS C+PRO,OM5270SX301,Ready (XGS SFP Inserted)
AYT08014G00,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/2,AYT13X2RYVQ,XGSPON+GPON/CLASS C+PRO,OM5270SX301,Ready (XGS SFP Inserted)
AYT09006G00,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/0,AYT09X0000R,XGSPON+GPON/CLASS C+PRO,OM5270SX301,Ready (XGS SFP Inserted)
AYT09006G00,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/1,AYT09X00030,XGSPON+GPON/CLASS C+PRO,OM5270SX301,Ready (XGS SFP Inserted)
AYT09006G00,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/3,AYT09X2Z1GP,XGSPON+GPON/CLASS C+PRO,OM5270SX301,Ready (XGS SFP Inserted)
AYT09006G00,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/4,AYT09X30W9A,XGSPON+GPON/CLASS C+PRO,OM5270SX301,Ready (XGS SFP Inserted)
AYT09006G00,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/5,AYT09X3DXJ3,XGSPON+GPON/CLASS C+PRO,OM5270SX301,Ready (XGS SFP Inserted)
AYT09006G00,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/6,AYT09X3INJ8,XGSPON+GPON/CLASS C+PRO,OM5270SX301,Ready (XGS SFP Inserted)
AYT09006G00,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/7,AYT09X3UG0J,XGSPON+GPON/CLASS C+PRO,OM5270SX301,Ready (XGS SFP Inserted)
AYT11009G00,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/0,AYT11X00085,XGSPON+GPON/CLASS C+PRO,OM5270SX301,Ready (XGS SFP Inserted)
AYT11009G00,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/1,AYT11X2VWKT,XGSPON+GPON/CLASS C+PRO,OM5270SX301,Ready (XGS SFP Inserted)
AYT11009G00,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/2,AYT11X3BMHV,XGSPON+GPON/CLASS C+PRO,OM5270SX301,Ready (XGS SFP Inserted)
AYT11009G00,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/3,WNIAYT-01/G001-O,XGSPON+GPON/CLASS C+PRO,OM5270SX301,Ready (XGS SFP Inserted)
AYT11009G00,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/4,AYT11X3UOAN,XGSPON+GPON/CLASS C+PRO,OM5270SX301,Ready (XGS SFP Inserted)
AYT11019G00,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/0,PTT02X00002,Combo C+,,Ready (XGS SFP Inserted)
AYT11019G00,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/1,PTT02X0000A,Combo C+,,Ready (XGS SFP Inserted)
AYT11019G00,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/4,PTT02X3GFH9,Combo C+,,Ready (XGS SFP Inserted)
AYT12016GO0,Fiberhome,AN6001-GF16,XGS-PON (Built-in),PON 1/1,AYT12X3S69O,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
AYT13008GO0,Fiberhome,AN6001-GF16,XGS-PON (Built-in),PON 1/1,AYT13X3S5TB,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
AYT14011GO0,Huawei,MA5800-X2,H905FLHF,GPON 0/1/0,AYT14X00040,XGSPON+GPON/CLASS C+PRO,OM5270SX301,Ready (XGS SFP Inserted)
AYT14011GO0,Huawei,MA5800-X2,H905FLHF,GPON 0/1/1,AYT14X00049,XGSPON+GPON/CLASS C+PRO,OM5270SX301,Ready (XGS SFP Inserted)
AYT14011GO0,Huawei,MA5800-X2,H905FLHF,GPON 0/1/10,AYT14X2YL9T,XGSPON+GPON/CLASS C+PRO,OM5270SX301,Ready (XGS SFP Inserted)
AYT14011GO0,Huawei,MA5800-X2,H905FLHF,GPON 0/1/11,AYT14X2ZIDL,XGSPON+GPON/CLASS C+PRO,OM5270SX301,Ready (XGS SFP Inserted)
AYT14011GO0,Huawei,MA5800-X2,H905FLHF,GPON 0/1/12,AYT14X3E69E,XGSPON+GPON/CLASS C+PRO,OM5270SX301,Ready (XGS SFP Inserted)
AYT14011GO0,Huawei,MA5800-X2,H905FLHF,GPON 0/1/13,AYT14X3E69F,XGSPON+GPON/CLASS C+PRO,OM5270SX301,Ready (XGS SFP Inserted)
AYT14011GO0,Huawei,MA5800-X2,H905FLHF,GPON 0/1/14,AYT14X3E6I0,XGSPON+GPON/CLASS C+PRO,OM5270SX301,Ready (XGS SFP Inserted)
AYT14011GO0,Huawei,MA5800-X2,H905FLHF,GPON 0/1/15,AYT14X3KQ2T,XGSPON+GPON/CLASS C+PRO,OM5270SX301,Ready (XGS SFP Inserted)
AYT14011GO0,Huawei,MA5800-X2,H905FLHF,GPON 0/1/2,AYT14X0007W,XGSPON+GPON/CLASS C+PRO,OM5270SX301,Ready (XGS SFP Inserted)
AYT14011GO0,Huawei,MA5800-X2,H905FLHF,GPON 0/1/3,AYT14X2PXEK,XGSPON+GPON/CLASS C+PRO,OM5270SX301,Ready (XGS SFP Inserted)
AYT14011GO0,Huawei,MA5800-X2,H905FLHF,GPON 0/1/4,AYT14X0JUSA,XGSPON+GPON/CLASS C+PRO,OM5270SX301,Ready (XGS SFP Inserted)
AYT14011GO0,Huawei,MA5800-X2,H905FLHF,GPON 0/1/5,AYT14X0JUSI,XGSPON+GPON/CLASS C+PRO,OM5270SX301,Ready (XGS SFP Inserted)
AYT14011GO0,Huawei,MA5800-X2,H905FLHF,GPON 0/1/6,AYT14X0LGK1,XGSPON+GPON/CLASS C+PRO,OM5270SX301,Ready (XGS SFP Inserted)
AYT14011GO0,Huawei,MA5800-X2,H905FLHF,GPON 0/1/7,AYT14X2UXZY,XGSPON+GPON/CLASS C+PRO,OM5270SX301,Ready (XGS SFP Inserted)
AYT14011GO0,Huawei,MA5800-X2,H905FLHF,GPON 0/1/8,AYT14X2Y12G,XGSPON+GPON/CLASS C+PRO,OM5270SX301,Ready (XGS SFP Inserted)
AYT14011GO0,Huawei,MA5800-X2,H905FLHF,GPON 0/1/9,AYT14X2YW1P,XGSPON+GPON/CLASS C+PRO,OM5270SX301,Ready (XGS SFP Inserted)
AYT14016GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/0,AYT14X2PXER,Combo C+,,Ready (XGS SFP Inserted)
AYT14016GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/1,AYT14X2PXEV,Combo C+,,Ready (XGS SFP Inserted)
AYT14016GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/2,AYT14X2OR2K,Combo C+,,Ready (XGS SFP Inserted)
AYT14016GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/3,AYT14X2OR55,Combo C+,,Ready (XGS SFP Inserted)
AYT14016GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/4,AYT14X2OR56,Combo C+,,Ready (XGS SFP Inserted)
AYT14016GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/5,AYT14X2ZURL,Combo C+,,Ready (XGS SFP Inserted)
AYT14016GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/6,AYT14X3ST76,Combo C+,,Ready (XGS SFP Inserted)
AYT14021GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/0,AYT11X3SL4I,Combo C+,,Ready (XGS SFP Inserted)
AYT14021GO0,Huawei,MA5801-FL16,XGS-PON (Built-in),GPON 0/1/1,AYT14X3OGUN,Combo C+,,Ready (XGS SFP Inserted)
AYT14022GO0,Fiberhome,AN6001-GF16,XGS-PON (Built-in),PON 1/1,AYT14X3UFVH,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
BKK01003GO0,Fiberhome,AN6000-2,GFOA,PON 1/10,BKK13X2MVCP,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
BKK01003GO0,Fiberhome,AN6000-2,GFOA,PON 1/11,BKK08X2MYBK,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
BKK01003GO0,Fiberhome,AN6000-2,GFOA,PON 1/12,BKK08X2MYC3,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
BKK01003GO0,Fiberhome,AN6000-2,GFOA,PON 1/13,BKK08X2MYC9,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
BKK01003GO0,Fiberhome,AN6000-2,GFOA,PON 1/14,BKK08X2MYCF,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
BKK01003GO0,Fiberhome,AN6000-2,GFOA,PON 1/15,BKK08X2MYCG,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
BKK01003GO0,Fiberhome,AN6000-2,GFOA,PON 1/16,BKK13X2MYGD,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
BKK01003GO0,Fiberhome,AN6000-2,GFOA,PON 1/2,BKK01X2CLVP,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
BKK01003GO0,Fiberhome,AN6000-2,GFOA,PON 1/3,BKK01X2FO37,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
BKK01003GO0,Fiberhome,AN6000-2,GFOA,PON 1/4,BKK01X2FO4W,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
BKK01003GO0,Fiberhome,AN6000-2,GFOA,PON 1/5,BKK13X2MYGE,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
BKK01003GO0,Fiberhome,AN6000-2,GFOA,PON 1/6,BKK13X2MYGI,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
BKK01003GO0,Fiberhome,AN6000-2,GFOA,PON 1/7,BKK13X2MYGN,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
BKK01003GO0,Fiberhome,AN6000-2,GFOA,PON 1/8,BKK13X2MYGQ,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
BKK01003GO0,Fiberhome,AN6000-2,GFOA,PON 1/9,BKK13X2MVCO,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
BKK01006GO0,Fiberhome,AN6001-GF16,XGS-PON (Built-in),PON 1/1,BKK01X2GB6Y,Combo C+,LTF5308B-BCB+,Ready (XGS SFP Inserted)
